title,URL,synopsis,genre,score
Domo-kun,https://myanimelist.net/anime/7643/Domo-kun,"A strange monster hatches from a mysterious egg. He befriends various animals, and takes residence in Osajii's burrow. He discovers new and exciting things about everyday life.

As of 2008, there are at least 37 regular TV spot episodes of Domo-kun. These 37 episodes were released on DVD in Japan in July of 2009.","Slice of Life, Comedy, Kids",6.36
Ojarumaru,https://myanimelist.net/anime/4459/Ojarumaru,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","Adventure, Comedy, Kids, Fantasy",6.31
Track City,https://myanimelist.net/anime/12361/Track_City,"Jimmy was a typical boy who liked to play computer games. One day he was playing a game called 'Track City' when suddenly he got transported into the game world! Once he regained consciousness, a woman who apparently is the mayoress of the city explains to him that the world is threaten by a powerful malign virus and her allies and their only hope is to ask for the help of the ""Legendary racer"", the best player of 'Track City"". Things get complicated when Jimmy learns that the game made a mistake and confused him with the Legendary racer! Will Jimmy learn the necessary skills to defeat the viruses that threaten the world? Or will he be erased by the 'big head', the heavenly punisher that annihilates those who cannot achieve victory?","Action, Cars",6.27
Oyako Club,https://myanimelist.net/anime/12393/Oyako_Club,This anime was running almost 20 years and has over 1800 episodes.,"Slice of Life, Comedy",5.6
Knyacki!,https://myanimelist.net/anime/7505/Knyacki,"Two caterpillars investigate objects on a kitchen counter while searching for food. One of them finds a piece of pasta and is intrigued by the fact that there's a hole in the middle.

They are having fun until a big mean caterpillar arrives. It's time for a major show down...","Comedy, Kids, Drama, Fantasy",6.29
Lan Mao,https://myanimelist.net/anime/9947/Lan_Mao,"Adventures include going into deep sea and accompanying dinosaurs. The shows are mainly based on science or science fiction. It has been popular in China, one reason might be the fact that many of the Chinese youth have been sending questions to the studio, and the studio answers them with one of Lan Mao's adventures. Lan Mao is sometimes impulsive, and in the end gets nothing but trouble.

(Source: Wikipedia)","Adventure, Comedy",
Shima Shima Tora no Shimajirou,https://myanimelist.net/anime/9768/Shima_Shima_Tora_no_Shimajirou,"Shimajiro a tiger boy, Mimirin a rabbit girl, Torippii a parrot boy, Ramurin a sheep girl has an adventure in challenge island where they live.","Adventure, Comedy, Fantasy, Kids, Magic",6.05
Nyani ga Nyandaa Nyandaa Kamen,https://myanimelist.net/anime/9810/Nyani_ga_Nyandaa_Nyandaa_Kamen,"One day a normal cat boy got a power to transform into a super ""kamen cat."" Whenever he heard people saying ""help"" he would dash right over there and help them fight against enemies.","Comedy, Kids",6.47
Shuukan Storyland,https://myanimelist.net/anime/13551/Shuukan_Storyland,"This was an anthology program containing several different anime each week along with some non-animated segments. Several of the animated films were short series including: Nazo no Rouba [謎の老婆] (tvss), Meibugyou Bun-san [名奉行・文さん], Jo Keibu Jinguuji Youko [女警部・神宮寺葉子], Remon Suzumori's Soudanjo [鈴森なんでも相談所].

(Source: animated-divots.net)","Slice of Life, Comedy, Drama, Seinen",
Bikkuriman 2000,https://myanimelist.net/anime/5478/Bikkuriman_2000,More adventures of Bikkuriman.,"Adventure, Fantasy, Kids",
Guru Guru Town Hanamaru-kun,https://myanimelist.net/anime/8195/Guru_Guru_Town_Hanamaru-kun,Guru Guru Town Hanamaru-kun follows the life of some children in a fictional town.,Kids,
Narara Superboard,https://myanimelist.net/anime/32136/Narara_Superboard,"As a punishment for causing havoc in Heaven, Sonogong is locked in a huge iron mass for 500 years until Samjang Bupsa, an old priest embarking on a mission to rid the world of evil and spread peace throughout the land, rescues him. Sonogong becomes Samjang's disciple. He meets Saojung who enviously eyes Sonogong's amazing Superboard, and a brute swine oil seller Jopalgye. After several twists and turns, they join on Samjang's journey. Wherever they go, they meet overwhelming enemies and get into trouble. But they don't get frustrated and find ingenious way to defeat monsters.

(Source: AniDB)","Action, Adventure, Comedy",
Dango San Kyoudai Attoiuma Gekijou,https://myanimelist.net/anime/23799/Dango_San_Kyoudai_Attoiuma_Gekijou,The hit Danga San Kyoudai song was adapted into shorts that aired on NHK during commercial breaks in Okaasan to Issho's timeslot. The cheery series about three dango brothers was meant to give children quick lessons about sharing and humbleness.,"Kids, Music",
Robot Pulta,https://myanimelist.net/anime/29375/Robot_Pulta,Stop-motion animation about robots; though mainly focusing on Pulta a white square robot.,"Adventure, Comedy, Kids, Mecha",
Paniponi,https://myanimelist.net/anime/29487/Paniponi,A slice of life anime about a bunch of animals living in Paniponi village.,"Slice of Life, Kids",
Tick & Tack,https://myanimelist.net/anime/29369/Tick___Tack,Tick & Tack are very good friends who get caught up in mysterious events that let them make friends along the way.,"Kids, Fantasy",
Jam the Housnail,https://myanimelist.net/anime/29367/Jam_the_Housnail,"Claymation series about a family of ""housnails"" (portmanteau of house and snail) focusing on Jam, the elementary school aged housnail.","Adventure, Kids",
Yancharu Moncha,https://myanimelist.net/anime/30116/Yancharu_Moncha,An NHK toddler's anime following a green tea monkey and his mischief.,Kids,
FLCL,https://myanimelist.net/anime/227/FLCL,"Naota Nandaba is an ordinary sixth grader living in a city where nothing amazing ever seems to happen. After his brother Tasuku leaves town to play baseball in America, Naota takes it upon himself to look after everything Tasuku left behind—from his top bunk bed to his ex-girlfriend Mamimi Samejima, who hasn't stopped clinging to Naota since Tasuku left. 

Little does Naota know, however, that his mundane existence is on the verge of being changed forever: enter Haruko Haruhara, a Vespa-riding, bass guitar-wielding, pink-haired psychopath whose first encounter with Naota leaves him with tire tracks on his back and a giant horn on his head. Though all he wants is some peace and quiet, when Haruko takes up residence at his parents' home, Naota finds himself dragged into the heart of the greatest battle for supremacy that Earth—and quite possibly the entire universe—has ever seen.","Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",8.03
JoJo no Kimyou na Bouken: Adventure,https://myanimelist.net/anime/665/JoJo_no_Kimyou_na_Bouken__Adventure,"Kujo Jotaro is a normal, popular Japanese high-schooler, until he thinks that he is possessed by a spirit, and locks himself in prison. After seeing his grandfather, Joseph Joestar, and fighting Joseph's friend Muhammad Abdul, Jotaro learns that the ""Spirit"" is actually Star Platinum, his Stand, or fighting energy given a semi-solid form. Later, his mother gains a Stand, and becomes sick. Jotaro learns that it is because the vampire Dio Brando has been revived 100 years after his defeat to Jonathan Joestar, Jotaro's great-great-grandfather. Jotaro decides to join Joseph and Abdul in a trip to Egypt to defeat Dio once and for all.","Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire",7.17
Tenshi Kinryouku,https://myanimelist.net/anime/51/Tenshi_Kinryouku,"Setsuna Mudo is a 16-year-old high school student just trying to get by without running afoul of his bullying seniors. It doesn't help that he's in love with his younger sister, Sara, who only sees him once a month. But there's more to his life than just keeping his head down.

Setsuna is ambushed by mysterious beings, angels, and demons, all professing to know his true destiny. The angels say he is the reincarnation of their leader Alexiel, while the demons claim he led them to war against God himself.

As Setsuna struggles with his identity in such strange times, the eternal conflict between Heaven and Hell threatens to reignite. Will he be prepared when it does?","Action, Drama, Romance, Shoujo, Supernatural",6.34
